TIME,SEX,AGE,ICD10,Value
2008,Females,51,All causes of death (A00-Y89) excluding S00-T98,265541
2008,Females,26,Certain infectious and parasitic diseases (A00-B99),5486
2008,Females,89,Tuberculosis,310
2008,Females,82,Meningococcal infection,17
2008,Females,44,Viral hepatitis,359
2008,Females,61,Human immunodeficiency virus [HIV] disease,180
2008,Females,3,Neoplasms,66897
2008,Females,88,Malignant neoplasms (C00-C97),63494
2008,Females,90,"Malignant neoplasm of lip, oral cavity, pharynx",762
2008,Females,86,Malignant neoplasm of oesophagus,776
2008,Females,88,Malignant neoplasm of stomach,1821
2008,Females,14,Malignant neoplasm of colon,6156
2008,Females,81,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1959
2008,Females,41,Malignant neoplasm of liver and intrahepatic bile ducts,2119
2008,Females,53,Malignant neoplasm of pancreas,4404
2008,Females,9,"Malignant neoplasm of larynx,  trachea, bronchus and lung",7043
2008,Females,16,Malignant melanoma of skin,750
2008,Females,49,Malignant neoplasm of breast,11781
2008,Females,12,Malignant neoplasm of cervix uteri,776
2008,Females,95,Malignant neoplasm of other parts of uterus,2434
2008,Females,79,Malignant neoplasm of ovary,3458
2008,Females,58,Malignant neoplasm of prostate,:
2008,Females,69,"Malignant neoplasm of kidney, except renal pelvis",1049
2008,Females,82,Malignant neoplasm of bladder,1177
2008,Females,74,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",6099
2008,Females,54,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1252
2008,Females,89,"Endocrine, nutritional and metabolic diseases (E00-E90)",11286
2008,Females,1,Diabetes mellitus,6098
2008,Females,13,Mental and behavioural disorders (F00-F99),9962
2008,Females,41,Mental and behavioural disorders due to use of alcohol,629
2008,Females,33,"Drug dependence, toxicomania (F11-F16, F18-F19)",31
2008,Females,63,Diseases of the nervous system and the sense organs (G00-H95),18698
2008,Females,100,Meningitis,75
2008,Females,35,Diseases of the circulatory system (I00-I99),79820
2008,Females,83,Ischaemic heart diseases,16464
2008,Females,18,"Other heart diseases (I30-I33, I39-I52)",26136
2008,Females,26,Cerebrovascular diseases,19211
2008,Females,77,Diseases of the respiratory system (J00-J99),15743
2008,Females,54,Influenza,124
2008,Females,15,Pneumonia,5701
2008,Females,78,Chronic lower respiratory diseases,3483
2008,Females,73,Asthma and status asthmaticus,613
2008,Females,29,Diseases of the digestive system (K00-K93),11049
2008,Females,32,"Ulcer of stomach, duodenum and jejunum",448
2008,Females,89,Chronic liver disease,2234
2008,Females,5,Diseases of the skin and subcutaneous tissue (L00-L99),1124
2008,Females,33,Diseases of the musculoskeletal system and connective tissue (M00-M99),2399
2008,Females,93,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",505
2008,Females,83,Diseases of the genitourinary system  (N00-N99),4676
2008,Females,76,Diseases of kidney and ureter,3606
2008,Females,1,"Pregnancy, childbirth and the puerperium (O00-O99)",64
2008,Females,13,Certain conditions originating in the perinatal period (P00-P96),695
2008,Females,5,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",740
2008,Females,75,Congenital malformations of the nervous system,59
2008,Females,82,Congenital malformations of the circulatory system,261
2008,Females,36,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20789
2008,Females,39,Sudden infant death syndrome,109
2008,Females,33,Ill-defined and unknown causes of mortality,6305
2008,Females,87,External causes of morbidity and mortality (V01-Y89),14861
2008,Females,97,Accidents,11051
2008,Females,72,Transport accidents (V01-V99),1045
2008,Females,82,Falls,2815
2008,Females,43,Accidental poisoning by and exposure to noxious substances,630
2008,Females,37,Intentional self-harm,2768
2008,Females,75,Assault,166
2008,Females,97,Event of undetermined intent,68
